text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"RT @F1: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/x9nQwUbbQg",FALSE,0,NA,2017-04-30T10:05:27Z,FALSE,NA,858623325072797697,NA,"<a href=""http://www.cloudhopper.com/"" rel=""nofollow"">Cloudhopper</a>",misael_tito,0,FALSE,FALSE,NA,NA
"RT @F1: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/25jikh2BPR",FALSE,0,NA,2017-04-30T10:05:26Z,FALSE,NA,858623321625292801,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SpinosoAngelo,123,TRUE,FALSE,NA,NA
RT @F1Frenzy_: The start will be be crucial to the #RussianGP. Who will take the win? #F1 #F1Sochi @C4F1 @SkySportsF1 @MercedesAMGF1 @Scude‚Ä¶,FALSE,0,NA,2017-04-30T10:05:20Z,FALSE,NA,858623296228741120,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",GejoAleksandar,2,TRUE,FALSE,NA,NA
"RT @HaasF1Team: Ì†ΩÌ≤°Ì†ΩÌ≤° out is quickly approaching! 

Where will you be watching the #RussianGP action from? https://t.co/ie7CL1DxcR",FALSE,0,NA,2017-04-30T10:05:18Z,FALSE,NA,858623287374618624,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",bon_illa19,7,TRUE,FALSE,NA,NA
Ì†ºÌ∑∑Ì†ºÌ∑∫ #russiangp time,FALSE,0,NA,2017-04-30T10:05:17Z,FALSE,NA,858623282236575747,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",bobbykamazu,0,FALSE,FALSE,NA,NA
"RT @sebvettelnews: Ì†ºÌæô Sebastian Vettel: It felt like ages, not a little while!

#RussianGP Ì†ºÌ∑∑Ì†ºÌ∑∫ #F1 #Seb5 https://t.co/Fz81686nns",FALSE,0,NA,2017-04-30T10:05:13Z,FALSE,NA,858623266772176896,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",61budellino,58,TRUE,FALSE,NA,NA
"RT @F1: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/25jikh2BPR",FALSE,0,NA,2017-04-30T10:05:12Z,FALSE,NA,858623260434456576,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",iAndrewLim,123,TRUE,FALSE,NA,NA
"RT @C4F1: The wait is nearly over - just one hour until we're on air! Ì†ΩÌ≥∫

Who's looking forward to the #RussianGP LIVE on #C4F1? Ì†ΩÌ∏Å https://t‚Ä¶",FALSE,0,NA,2017-04-30T10:05:08Z,FALSE,NA,858623245024624642,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SteveStevens47,3,TRUE,FALSE,NA,NA
"RT @F1: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/25jikh2BPR",FALSE,0,NA,2017-04-30T10:05:06Z,FALSE,NA,858623235688198144,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Fliker2309,123,TRUE,FALSE,NA,NA
"RT @HaasF1Team: Ì†ΩÌ≤°Ì†ΩÌ≤° out is quickly approaching! 

Where will you be watching the #RussianGP action from? https://t.co/ie7CL1DxcR",FALSE,0,NA,2017-04-30T10:05:06Z,FALSE,NA,858623235084226561,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SteveStevens47,7,TRUE,FALSE,NA,NA
"RT @F1: Ferrari or Mercedes?
Williams or Red Bull?
Perez or Ocon?

Plus other key questions ahead of today's #RussianGP ‚¨áÔ∏è¬†https://t.co/4FH‚Ä¶",FALSE,0,NA,2017-04-30T10:05:02Z,FALSE,NA,858623219946881024,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",dastunabeho,63,TRUE,FALSE,NA,NA
"RT @SkySportsF1: Can Mercedes still beat Ferrari in #RussianGP?

Lewis Hamilton: ""Hopefully it's a race between the four of us"" https://t.c‚Ä¶",FALSE,0,NA,2017-04-30T10:05:02Z,FALSE,NA,858623217195503616,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Natan_Silva77,22,TRUE,FALSE,NA,NA
RT @ScuderiaFerrari: Sunny race day #RussianGP #ForzaFerrari https://t.co/qCWeegAxoa,FALSE,0,NA,2017-04-30T10:05:01Z,FALSE,NA,858623216214052864,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",onomatopoeia96,139,TRUE,FALSE,NA,NA
"RT @EmbassyofRussia: Formula1 #RussianGP weekend in #Sochi is underway, watch the race itself today at 12:00 GMT / 15:00 MSK / 14:00 SAST #‚Ä¶",FALSE,0,NA,2017-04-30T10:05:01Z,FALSE,NA,858623212845977600,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RusCG_Edinburgh,2,TRUE,FALSE,NA,NA
"RT @SkySportsF1: ICYMI: Mercedes and Lewis Hamilton hope Ferrari still within reach at #RussianGP

https://t.co/V6nIEFZvi7 #SkyF1 https://t‚Ä¶",FALSE,0,NA,2017-04-30T10:04:58Z,FALSE,NA,858623204071440385,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Natan_Silva77,9,TRUE,FALSE,NA,NA
"RT @F1: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/25jikh2BPR",FALSE,0,NA,2017-04-30T10:04:57Z,FALSE,NA,858623198262210560,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",leobagaspra,123,TRUE,FALSE,NA,NA
RT @ScuderiaFerrari: Coming soon on your screens. #RussianGP #ForzaFerrari https://t.co/Tgt58hhhe5,FALSE,0,NA,2017-04-30T10:04:57Z,FALSE,NA,858623196010082304,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RenatoMPF,199,TRUE,FALSE,NA,NA
"RT @F1: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/25jikh2BPR",FALSE,0,NA,2017-04-30T10:04:56Z,FALSE,NA,858623194189541376,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mollendowski,123,TRUE,FALSE,NA,NA
"RT @F1: Ferrari or Mercedes?
Williams or Red Bull?
Perez or Ocon?

Plus other key questions ahead of today's #RussianGP ‚¨áÔ∏è¬†https://t.co/4FH‚Ä¶",FALSE,0,NA,2017-04-30T10:04:55Z,FALSE,NA,858623191375372288,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Natan_Silva77,63,TRUE,FALSE,NA,NA
RT @F1: Three things to watch at the #RussianGP: @ValtteriBottas hopes his first #F1 win will be one of them... https://t.co/KnsNOekKmw,FALSE,0,NA,2017-04-30T10:04:53Z,FALSE,NA,858623181241942016,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mkl300,126,TRUE,FALSE,NA,NA
"RT @F1: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/25jikh2BPR",FALSE,0,NA,2017-04-30T10:04:53Z,FALSE,NA,858623180239364097,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PFTsai,123,TRUE,FALSE,NA,NA
"RT @Change2017_: Kimi? ""@F1: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/DAEuQFjxGD""",FALSE,0,NA,2017-04-30T10:04:51Z,FALSE,NA,858623172072964096,NA,"<a href=""http://somethingfornow.com"" rel=""nofollow"">ScuderiaFerrariF1</a>",joecaputo,1,TRUE,FALSE,NA,NA
"Kimi? ""@F1: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/DAEuQFjxGD""",FALSE,0,NA,2017-04-30T10:04:50Z,FALSE,NA,858623170403856384,NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry¬Æ</a>",Change2017_,1,FALSE,FALSE,NA,NA
"RT @F1: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/25jikh2BPR",FALSE,0,NA,2017-04-30T10:04:47Z,FALSE,NA,858623155547582464,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",onerepubliq,123,TRUE,FALSE,NA,NA
"RT @F1: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/25jikh2BPR",FALSE,0,NA,2017-04-30T10:04:47Z,FALSE,NA,858623154016727041,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ProSyria1,123,TRUE,FALSE,NA,NA
RT @ScuderiaFerrari: Sunny race day #RussianGP #ForzaFerrari https://t.co/qCWeegAxoa,FALSE,0,NA,2017-04-30T10:04:46Z,FALSE,NA,858623149793058817,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",h8mpy,139,TRUE,FALSE,NA,NA
"RT @SkySportsF1: A reminder of the #RussianGP TV times? Really? Oh ok then...

11.30am #SkyF1 build-up begins, race live at 1pm

https://t.‚Ä¶",FALSE,0,NA,2017-04-30T10:04:45Z,FALSE,NA,858623147016417280,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Natan_Silva77,14,TRUE,FALSE,NA,NA
RT @ScuderiaFerrari: Coming soon on your screens. #RussianGP #ForzaFerrari https://t.co/Tgt58hhhe5,FALSE,0,NA,2017-04-30T10:04:41Z,FALSE,NA,858623130314702848,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",h8mpy,199,TRUE,FALSE,NA,NA
"RT @F1: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/25jikh2BPR",FALSE,0,NA,2017-04-30T10:04:41Z,FALSE,NA,858623129601675265,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11Flatline,123,TRUE,FALSE,NA,NA
"RT @F1: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/25jikh2BPR",FALSE,0,NA,2017-04-30T10:04:40Z,FALSE,NA,858623127689072640,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Natan_Silva77,123,TRUE,FALSE,NA,NA
"RT @F1: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/25jikh2BPR",FALSE,0,NA,2017-04-30T10:04:36Z,FALSE,NA,858623109242507264,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",dastunabeho,123,TRUE,FALSE,NA,NA
"RT @ValtteriBottas: 3rd in the qualifying. Reds too quick today but tomorrow is a new day Ì†ºÌøÅ

#F1 #RussianGP #VB77 @MercedesAMGF1 https://t.‚Ä¶",FALSE,0,NA,2017-04-30T10:04:32Z,FALSE,NA,858623093534674944,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BgsCarpio,149,TRUE,FALSE,NA,NA
RT @F1: Lights out in five hours' time for the #RussianGP. Ready? https://t.co/I2shjmu6R3,FALSE,0,NA,2017-04-30T10:04:32Z,FALSE,NA,858623092867858432,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jwalphenaar,246,TRUE,FALSE,NA,NA
RT @redbullracing: It's race day in Russia! Ì†ΩÌ∏É Ì†ºÌ∑∑Ì†ºÌ∑∫ #RussianGP #F1 #–ì—Ä–∞–Ω–ü—Ä–∏–†–æ—Å—Å–∏–∏ https://t.co/LGjquzKDTB,FALSE,0,NA,2017-04-30T10:04:31Z,FALSE,NA,858623090204520448,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mkl300,71,TRUE,FALSE,NA,NA
"RT @F1: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/25jikh2BPR",FALSE,0,NA,2017-04-30T10:04:31Z,FALSE,NA,858623088937906178,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CarlosCHC1,123,TRUE,FALSE,NA,NA
RT @Hublot: Tifosi from all over the world stand behind Scuderia Ferrari today! #RussianGP #MP05LaFerrari https://t.co/jrApFOB6OQ,FALSE,0,NA,2017-04-30T10:04:30Z,FALSE,NA,858623084454060033,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CgiJxfyEuANS1Wu,20,TRUE,FALSE,NA,NA
"RT @F1: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/25jikh2BPR",FALSE,0,NA,2017-04-30T10:04:29Z,FALSE,NA,858623078787678208,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SuburbanGentUK,123,TRUE,FALSE,NA,NA
"RT @F1: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/25jikh2BPR",FALSE,0,NA,2017-04-30T10:04:27Z,FALSE,NA,858623070361329665,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Jazzblack,123,TRUE,FALSE,NA,NA
Hamilton hopeful Mercedes' Russian GP victory chance not gone. 1pm. Live on Sky Sports. Ì†ºÌ∑∑Ì†ºÌ∑∫Ì†ºÌøé#RussianGP https://t.co/Dgpxdb0VfI via @SkySports,FALSE,0,NA,2017-04-30T10:04:26Z,FALSE,NA,858623067085516801,NA,"<a href=""http://linkis.com"" rel=""nofollow"">Linkis: turn sharing into growth</a>",andrewsduncan1,0,FALSE,FALSE,NA,NA
"RT @bbcf1: A great touch. 

F1 teams are showing their support for injured driver Billy Monger at the #RussianGP.

More ‚û°Ô∏è https://t.co/QqX‚Ä¶",FALSE,0,NA,2017-04-30T10:04:23Z,FALSE,NA,858623055374962689,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",miderduck_0616,25,TRUE,FALSE,NA,NA
"RT @F1: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/25jikh2BPR",FALSE,0,NA,2017-04-30T10:04:22Z,FALSE,NA,858623053110136832,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",probetco,123,TRUE,FALSE,NA,NA
"RT @F1: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/25jikh2BPR",FALSE,0,NA,2017-04-30T10:04:19Z,FALSE,NA,858623040032256000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",canepa_yvette,123,TRUE,FALSE,NA,NA
2 heads are better than 1!  #BBC Sport - #SebastianVettel on #RussianGP pole position as #Ferrari lock out front row https://t.co/R1P4RCsFlD,FALSE,0,NA,2017-04-30T10:04:19Z,FALSE,NA,858623039692574720,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",mygilbeys,0,FALSE,FALSE,NA,NA
"RT @MercedesAMGF1: Sunday morning. Making an entrance...

#RussianGP Ì†ºÌ∑∑Ì†ºÌ∑∫ #F1 @SochiAutodrom https://t.co/bh43hq9THM",FALSE,0,NA,2017-04-30T10:04:19Z,FALSE,NA,858623037582835712,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ruipii,60,TRUE,FALSE,NA,NA
"RT @F1: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/25jikh2BPR",FALSE,0,NA,2017-04-30T10:04:17Z,FALSE,NA,858623030465097728,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NGutierrez0,123,TRUE,FALSE,NA,NA
"RT @F1: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/25jikh2BPR",FALSE,0,NA,2017-04-30T10:04:13Z,FALSE,NA,858623013352202240,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Edu_exe,123,TRUE,FALSE,NA,NA
RT @suttonimages: Beautiful grid girls at the Russian GP in Sochi Autodrom #gridgirls #glamour #f1 #SochiAutodrom #RussianGP #LUK https://t‚Ä¶,FALSE,0,NA,2017-04-30T10:04:13Z,FALSE,NA,858623011963805696,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",asa_3JSB,8,TRUE,FALSE,NA,NA
"RT @C4F1: The wait is nearly over - just one hour until we're on air! Ì†ΩÌ≥∫

Who's looking forward to the #RussianGP LIVE on #C4F1? Ì†ΩÌ∏Å https://t‚Ä¶",FALSE,0,NA,2017-04-30T10:04:09Z,FALSE,NA,858622997921497088,NA,"<a href=""http://www.myplume.com/"" rel=""nofollow"">Plume¬†for¬†Android</a>",SweepFan,3,TRUE,FALSE,NA,NA
"RT @F1: (Turn on Ì†ΩÌ¥ä)

On a scale of 1-10, how pleased does Sebastian Vettel sound?

About a million Ì†ΩÌ∏É

He clinches pole at the #RussianGP ‚¨áÔ∏è‚Ä¶",FALSE,0,NA,2017-04-30T10:04:09Z,FALSE,NA,858622994700283904,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MrCoutinhismo,2261,TRUE,FALSE,NA,NA
"F1: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/LYfHB8vWCY",FALSE,0,NA,2017-04-30T10:04:07Z,FALSE,NA,858622989998460928,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",mxpinchecabron,0,FALSE,FALSE,NA,NA
RT @ScuderiaFerrari: Sunny race day #RussianGP #ForzaFerrari https://t.co/qCWeegAxoa,FALSE,0,NA,2017-04-30T10:04:05Z,FALSE,NA,858622981265903617,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Gicharuthemayor,139,TRUE,FALSE,NA,NA
"RT @TelegraphSport: Coverage of the #RussianGP starts in 30 minutes. Until then, here's a recap of qualifying:  https://t.co/Hn61AJZHhn #F1‚Ä¶",FALSE,0,NA,2017-04-30T10:04:00Z,FALSE,NA,858622960776744960,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ANikhwai,1,TRUE,FALSE,NA,NA
RT @Max33Verstappen: Raceday Ì†ΩÌ≤™ #UnleashtheLion #keeppushing #RussianGP Ì†ºÌ∑∑Ì†ºÌ∑∫ #F1 https://t.co/dkqVxY0woa,FALSE,0,NA,2017-04-30T10:03:57Z,FALSE,NA,858622947010981888,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jwalphenaar,189,TRUE,FALSE,NA,NA
RT @Max33Verstappen: Raceday Ì†ΩÌ≤™ #UnleashtheLion #keeppushing #RussianGP Ì†ºÌ∑∑Ì†ºÌ∑∫ #F1 https://t.co/dkqVxY0woa,FALSE,0,NA,2017-04-30T10:03:56Z,FALSE,NA,858622942749630464,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",francesca12_08,189,TRUE,FALSE,NA,NA
"RT @F1: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/25jikh2BPR",FALSE,0,NA,2017-04-30T10:03:55Z,FALSE,NA,858622938194554880,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>",mateopge,123,TRUE,FALSE,NA,NA
"RT @F1: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/25jikh2BPR",FALSE,0,NA,2017-04-30T10:03:53Z,FALSE,NA,858622931483582464,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",faqiherbara,123,TRUE,FALSE,NA,NA
"RT @F1: Ferrari or Mercedes?
Williams or Red Bull?
Perez or Ocon?

Plus other key questions ahead of today's #RussianGP ‚¨áÔ∏è¬†https://t.co/4FH‚Ä¶",FALSE,0,NA,2017-04-30T10:03:50Z,FALSE,NA,858622916820254721,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",faqiherbara,63,TRUE,FALSE,NA,NA
"The wait is nearly over - just one hour until we're on air! Ì†ΩÌ≥∫

Who's looking forward to the #RussianGP LIVE on‚Ä¶ https://t.co/kPaaE4rM6u",FALSE,12,NA,2017-04-30T10:03:47Z,TRUE,NA,858622902584967168,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",C4F1,3,FALSE,FALSE,NA,NA
"RT @ToroRossoSpy: Ì†ºÌºû #RussianGP vibes from garage and pitlane Ì†ºÌ∑∑Ì†ºÌ∑∫Ì†ΩÌ≤™Ì†ºÌøº

#–ì—Ä–∞–Ω–ü—Ä–∏–†–æ—Å—Å–∏–∏ Ì†ΩÌ∏â https://t.co/HEKGCLb0KF",FALSE,0,NA,2017-04-30T10:03:46Z,FALSE,NA,858622898310979590,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ni_rex,17,TRUE,FALSE,NA,NA
RT @WilliamsRacing: Ready for today's #RussianGP? What are your predictions? #WeAreRacing @SochiAutodrom @F1 https://t.co/R92bHYuedf,FALSE,0,NA,2017-04-30T10:03:44Z,FALSE,NA,858622891201527808,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ruipii,17,TRUE,FALSE,NA,NA
"RT @F1: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/25jikh2BPR",FALSE,0,NA,2017-04-30T10:03:41Z,FALSE,NA,858622879918903296,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",bbcf1,123,TRUE,FALSE,NA,NA
"RT @bbcf1: A great touch. 

F1 teams are showing their support for injured driver Billy Monger at the #RussianGP.

More ‚û°Ô∏è https://t.co/QqX‚Ä¶",FALSE,0,NA,2017-04-30T10:03:41Z,FALSE,NA,858622877393866752,NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",north_p_,25,TRUE,FALSE,NA,NA
"RT @F1: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/25jikh2BPR",FALSE,0,NA,2017-04-30T10:03:39Z,FALSE,NA,858622869013757952,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ester_aure_LP,123,TRUE,FALSE,NA,NA
"RT @F1: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/25jikh2BPR",FALSE,0,NA,2017-04-30T10:03:37Z,FALSE,NA,858622861828816896,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MganeGarnier,123,TRUE,FALSE,NA,NA
RT @Max33Verstappen: Raceday Ì†ΩÌ≤™ #UnleashtheLion #keeppushing #RussianGP Ì†ºÌ∑∑Ì†ºÌ∑∫ #F1 https://t.co/dkqVxY0woa,FALSE,0,NA,2017-04-30T10:03:35Z,FALSE,NA,858622852563705857,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Guippopotame,189,TRUE,FALSE,NA,NA
"RT @F1: Ferrari or Mercedes?
Williams or Red Bull?
Perez or Ocon?

Plus other key questions ahead of today's #RussianGP ‚¨áÔ∏è¬†https://t.co/4FH‚Ä¶",FALSE,0,NA,2017-04-30T10:03:33Z,FALSE,NA,858622847740018688,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ajicurlyhair,63,TRUE,FALSE,NA,NA
"RT @raceclear: Anyone watching the Ì†ºÌøÅ#RussianGP today?

‚ù§Ô∏èLIKE FOR YES

Ì†ΩÌ¥ÑRETWEET FOR NO https://t.co/7E8AQ4LKma",FALSE,0,NA,2017-04-30T10:03:33Z,FALSE,NA,858622843961167873,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",keithsadler1,2,TRUE,FALSE,NA,NA
"RT @bbcf1: A great touch. 

F1 teams are showing their support for injured driver Billy Monger at the #RussianGP.

More ‚û°Ô∏è https://t.co/QqX‚Ä¶",FALSE,0,NA,2017-04-30T10:03:32Z,FALSE,NA,858622842010775552,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",fanackapan67,25,TRUE,FALSE,NA,NA
RT @F1: Lights out in five hours' time for the #RussianGP. Ready? https://t.co/I2shjmu6R3,FALSE,0,NA,2017-04-30T10:03:31Z,FALSE,NA,858622837447327744,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mkl300,246,TRUE,FALSE,NA,NA
RT @ScuderiaFerrari: Coming soon on your screens. #RussianGP #ForzaFerrari https://t.co/Tgt58hhhe5,FALSE,0,NA,2017-04-30T10:03:28Z,FALSE,NA,858622825330081792,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FORJUSTCE,199,TRUE,FALSE,NA,NA
"RT @fecdias: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/FijJ8pjQx6",FALSE,0,NA,2017-04-30T10:03:26Z,FALSE,NA,858622817285226496,NA,"<a href=""http://somethingfornow.com"" rel=""nofollow"">ScuderiaFerrariF1</a>",joecaputo,1,TRUE,FALSE,NA,NA
"TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/FijJ8pjQx6",FALSE,1,NA,2017-04-30T10:03:26Z,FALSE,NA,858622815406313472,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",fecdias,1,FALSE,FALSE,NA,NA
"What to watch for: Russian Grand Prix (@NBCSN, @NBCSportsApp from 7am ET) https://t.co/JcmsZPVdTT #F1onNBC‚Ä¶ https://t.co/xAvwpIjAdE",FALSE,1,NA,2017-04-30T10:03:18Z,TRUE,NA,858622782623686657,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",F1onNBCSports,0,FALSE,FALSE,NA,NA
"RT @F1: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/25jikh2BPR",FALSE,0,NA,2017-04-30T10:03:13Z,FALSE,NA,858622760381071361,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",takulora,123,TRUE,FALSE,NA,NA
RT @F1GAMEZONE: Don't forget to post your quickest times around @SochiAutodrom tag the @Formula1game #RussianGP,FALSE,0,NA,2017-04-30T10:03:06Z,FALSE,NA,858622732967325696,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Formula1game,1,TRUE,FALSE,NA,NA
"RT @HaasF1Team: Ì†ΩÌ≤°Ì†ΩÌ≤° out is quickly approaching! 

Where will you be watching the #RussianGP action from? https://t.co/ie7CL1DxcR",FALSE,0,NA,2017-04-30T10:03:04Z,FALSE,NA,858622723312029696,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jim__tompkins,7,TRUE,FALSE,NA,NA
"RT @F1: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/25jikh2BPR",FALSE,0,NA,2017-04-30T10:03:03Z,FALSE,NA,858622720220770304,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kefear_kuban,123,TRUE,FALSE,NA,NA
