text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"RT @F1: Vettel: ""We're full of joy, very happy - and we'll try to take the momentum into the race""

#F1 #RussianGP https://t.co/e5y72wHwkd",FALSE,0,NA,2017-04-29T19:17:53Z,FALSE,NA,858399958655004674,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",irwinscupidgirl,303,TRUE,FALSE,NA,NA
RT @F1: Fun for Ferrari - maddening for Mercedes? WATCH: #RussianGP FP2 highlights as Vettel and Raikkonen lead the way #F1 https://t.co/I9‚Ä¶,FALSE,0,NA,2017-04-29T19:17:41Z,FALSE,NA,858399909141237761,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ChaserOfMars,297,TRUE,FALSE,NA,NA
RT @niki01103: The bigest suprise of the day: First row for #ScuderiaFerrari Ì†ΩÌ∏Æ#RussianGP #Formula1 #mifolyikittgy√∂ngy√∂s√∂n #sochigp https://‚Ä¶,FALSE,0,NA,2017-04-29T19:17:21Z,FALSE,NA,858399827633344512,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Saba_Khalid28,2,TRUE,FALSE,NA,NA
Who do you think will win the 2017 #RussianGP? #F1,FALSE,0,NA,2017-04-29T19:17:19Z,FALSE,NA,858399816581353472,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",LightsOutF1Blog,0,FALSE,FALSE,NA,NA
"RT @LateBrakers: A problem understood, is a problem ready to be solved. #TeamLH #F1 #Quali #RussianGP https://t.co/LmGonX1HoH",FALSE,0,NA,2017-04-29T19:17:14Z,FALSE,NA,858399794707955712,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",bordermike66,1,TRUE,FALSE,NA,NA
"RT @F1: (Turn on Ì†ΩÌ¥ä)

On a scale of 1-10, how pleased does Sebastian Vettel sound?

About a million Ì†ΩÌ∏É

He clinches pole at the #RussianGP ‚¨áÔ∏è‚Ä¶",FALSE,0,NA,2017-04-29T19:17:11Z,FALSE,NA,858399784541048837,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Faniisiina,1843,TRUE,FALSE,NA,NA
"RT @F1: ""I definitely wasn't at my optimum"" 
#F1 #RussianGP https://t.co/aYi7ex8mpW",FALSE,0,NA,2017-04-29T19:16:59Z,FALSE,NA,858399734192627712,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Moore2all,223,TRUE,FALSE,NA,NA
"RT @F1: BREAKING: Sebastian Vettel takes pole at the #RussianGP

First @ScuderiaFerrari front row lock-out since Ì†ºÌ∑´Ì†ºÌ∑∑ 2008 https://t.co/Yc298‚Ä¶",FALSE,0,NA,2017-04-29T19:16:52Z,FALSE,NA,858399705507680256,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",gabita_rbdm,3080,TRUE,FALSE,NA,NA
"RT @SkySportF1HD: Terminate le #Quali del #RussianGP: Ì†ºÌ∑∑Ì†ºÌ∑∫Ì†ΩÌ≤®
1Ô∏è‚É£ #Seb5 Ì†ΩÌ≥∏
2Ô∏è‚É£ #Kimi7
3Ô∏è‚É£ @ValtteriBottas 
#SkyMotori Ì†ΩÌ±â https://t.co/zeLjfhcnGY‚Ä¶",FALSE,0,NA,2017-04-29T19:16:50Z,FALSE,NA,858399698083876864,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Miticobeggi,201,TRUE,FALSE,NA,NA
RT @tonydizinno: The One Where @LukeSmithF1 Blends Friends and #RussianGP https://t.co/XVl1eMDTe3,FALSE,0,NA,2017-04-29T19:16:50Z,FALSE,NA,858399697756725251,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ajsaad_alan,1,TRUE,FALSE,NA,NA
"RT @ScuderiaFerrari: POLE POSITION For #Seb5, first row completed by #Kimi7 P2! Ì†ΩÌ±äÌ†ºÌøºÌ†ΩÌ±äÌ†ºÌøºÌ†ΩÌ±èÌ†ºÌøºÌ†ΩÌ±èÌ†ºÌøºÌ†ΩÌ±èÌ†ºÌøºÌ†ΩÌ±èÌ†ºÌøº#RussianGP #Quali #ForzaFerrari https://t.co/HB‚Ä¶",FALSE,0,NA,2017-04-29T19:39:05Z,FALSE,NA,858405297030918144,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",joma2477,3458,TRUE,FALSE,NA,NA
"RT @ScuderiaFerrari: POLE POSITION For #Seb5, first row completed by #Kimi7 P2! Ì†ΩÌ±äÌ†ºÌøºÌ†ΩÌ±äÌ†ºÌøºÌ†ΩÌ±èÌ†ºÌøºÌ†ΩÌ±èÌ†ºÌøºÌ†ΩÌ±èÌ†ºÌøºÌ†ΩÌ±èÌ†ºÌøº#RussianGP #Quali #ForzaFerrari https://t.co/HB‚Ä¶",FALSE,0,NA,2017-04-29T19:39:04Z,FALSE,NA,858405289565048833,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",dximsakov,3458,TRUE,FALSE,NA,NA
"RT @F1: ""I definitely wasn't at my optimum"" 
#F1 #RussianGP https://t.co/aYi7ex8mpW",FALSE,0,NA,2017-04-29T19:39:02Z,FALSE,NA,858405282560561154,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ClemAndrade,226,TRUE,FALSE,NA,NA
"RT @ScuderiaFerrari: POLE POSITION For #Seb5, first row completed by #Kimi7 P2! Ì†ΩÌ±äÌ†ºÌøºÌ†ΩÌ±äÌ†ºÌøºÌ†ΩÌ±èÌ†ºÌøºÌ†ΩÌ±èÌ†ºÌøºÌ†ΩÌ±èÌ†ºÌøºÌ†ΩÌ±èÌ†ºÌøº#RussianGP #Quali #ForzaFerrari https://t.co/HB‚Ä¶",FALSE,0,NA,2017-04-29T19:38:52Z,FALSE,NA,858405241137528832,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",OctavioAurbina,3458,TRUE,FALSE,NA,NA
"RT @sebvettelnews: Ì†ºÌæô Sebastian Vettel: When I got the message that we got it I was obviously over the moon! 

#RussianGP Ì†ºÌ∑∑Ì†ºÌ∑∫ #F1 #Seb5 https‚Ä¶",FALSE,0,NA,2017-04-29T19:38:52Z,FALSE,NA,858405240726589441,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ClemAndrade,52,TRUE,FALSE,NA,NA
"RT @F1: (Turn on Ì†ΩÌ¥ä)

On a scale of 1-10, how pleased does Sebastian Vettel sound?

About a million Ì†ΩÌ∏É

He clinches pole at the #RussianGP ‚¨áÔ∏è‚Ä¶",FALSE,0,NA,2017-04-29T19:38:51Z,FALSE,NA,858405236796522496,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",SaverioMarafiot,1877,TRUE,FALSE,NA,NA
"RT @trendrewards1: ""@CarSnapped: #FiatFriday and #FerrariFriday combo..... https://t.co/7Q6k1dCjQ0"" #RussianGP",FALSE,0,NA,2017-04-29T19:38:47Z,FALSE,NA,858405219864064001,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",paolozignone,4,TRUE,FALSE,NA,NA
SAN FRANCISCO - Formula One @SocialNewsCorp https://t.co/nEWEb54O91 Thanks to @dmmp2p @ihshaniqbal @DanielAnderto15 #russiangp,FALSE,0,NA,2017-04-29T19:38:43Z,FALSE,NA,858405203908939777,NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>",SocialAutos,0,FALSE,FALSE,NA,NA
"RT @F1: BREAKING: Sebastian Vettel takes pole at the #RussianGP

First @ScuderiaFerrari front row lock-out since Ì†ºÌ∑´Ì†ºÌ∑∑ 2008 https://t.co/Yc298‚Ä¶",FALSE,0,NA,2017-04-29T19:38:37Z,FALSE,NA,858405178147471360,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",georgepaz1,3091,TRUE,FALSE,NA,NA
RT @redbullracing: Welcome to our #F1 playground; jump on board and join us for the ride at the #RussianGP! Ì†ºÌ∑∑Ì†ºÌ∑∫ #GivesYouWings Ì†ºÌøÅÌ†ΩÌ≤® https://t.‚Ä¶,FALSE,0,NA,2017-04-29T19:38:35Z,FALSE,NA,858405168194478082,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",cagyemang13,53,TRUE,FALSE,NA,NA
RT @F1: Full reaction from every team after qualifying in Sochi &gt;&gt; https://t.co/hHhkN6Lc4p #F1 #RussianGP https://t.co/vX8e1AJQFx,FALSE,0,NA,2017-04-29T19:38:25Z,FALSE,NA,858405128336007168,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ClemAndrade,17,TRUE,FALSE,NA,NA
RT @OconEsteban: First Q3 of my career!! Please with the job achieved by @ForceIndiaF1 this week end ! All to play tomorrow Ì†æÌ¥ôÌ†ºÌøª #RussianGP #‚Ä¶,FALSE,0,NA,2017-04-29T19:38:24Z,FALSE,NA,858405123390935045,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",F1_superfan16,115,TRUE,FALSE,NA,NA
"RT @ValtteriBottas: 3rd in the qualifying. Reds too quick today but tomorrow is a new day Ì†ºÌøÅ

#F1 #RussianGP #VB77 @MercedesAMGF1 https://t.‚Ä¶",FALSE,0,NA,2017-04-29T19:38:22Z,FALSE,NA,858405116184940544,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",YOUNASZ,80,TRUE,FALSE,NA,NA
RT @redbullracing: Welcome to our #F1 playground; jump on board and join us for the ride at the #RussianGP! Ì†ºÌ∑∑Ì†ºÌ∑∫ #GivesYouWings Ì†ºÌøÅÌ†ΩÌ≤® https://t.‚Ä¶,FALSE,0,NA,2017-04-29T19:38:22Z,FALSE,NA,858405113685098497,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Yonsinyo,53,TRUE,FALSE,NA,NA
"RT @PWehrlein: Difficult weekend - struggling with grip and pace, will try the best tomorrow and push hard Ì†ºÌøéÌ†ΩÌ≤®
#RussianGP https://t.co/oAqWR‚Ä¶",FALSE,0,NA,2017-04-29T19:38:13Z,FALSE,NA,858405077572345856,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",F1_superfan16,36,TRUE,FALSE,NA,NA
"RT @AdkinDsouza: Finally after 10 years a #Ferrari 1-2 at the #RussianGP ..... 

#ForzaFerrari #SebastianVettel #KimiRaikkonen #Formula1",FALSE,0,NA,2017-04-29T19:38:11Z,FALSE,NA,858405067480735744,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FerrariRetweet,2,TRUE,FALSE,NA,NA
RT @OconEsteban: First Q3 of my career!! Please with the job achieved by @ForceIndiaF1 this week end ! All to play tomorrow Ì†æÌ¥ôÌ†ºÌøª #RussianGP #‚Ä¶,FALSE,0,NA,2017-04-29T19:38:02Z,FALSE,NA,858405032433254400,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MariaPCA1,115,TRUE,FALSE,NA,NA
"RT @ValtteriBottas: 3rd in the qualifying. Reds too quick today but tomorrow is a new day Ì†ºÌøÅ

#F1 #RussianGP #VB77 @MercedesAMGF1 https://t.‚Ä¶",FALSE,0,NA,2017-04-29T19:37:54Z,FALSE,NA,858404997288951808,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",iAmAkmaljoo,80,TRUE,FALSE,NA,NA
"RT @FormulaRapidaV: #F1 Pole for Vettel and Ferrari one-two in Russia

https://t.co/Au6g1gwWRe by: @ramonetlop #RussianGP https://t.co/xlAH‚Ä¶",FALSE,0,NA,2017-04-29T19:37:44Z,FALSE,NA,858404956717580289,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JudithAlcaraz9,4,TRUE,FALSE,NA,NA
"RT @SkySportsF1: Lewis Hamilton hopeful Mercedes' #RussianGP victory chance not gone 

https://t.co/t5G8UFtoe4 #skyf1 https://t.co/rKF7jlw1‚Ä¶",FALSE,0,NA,2017-04-29T19:37:43Z,FALSE,NA,858404950141009920,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",djrectionah,11,TRUE,FALSE,NA,NA
"RT @JeffreyNKirk: A tremendous job by Ferrari to lock out the front row of the Russian Grand Prix!
#RussianGP #ScuderiaFerrari",FALSE,0,NA,2017-04-29T19:37:40Z,FALSE,NA,858404938774401024,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TheBrigitteEdit,4,TRUE,FALSE,NA,NA
And now he wish to come back I guess #RussianGP https://t.co/CQcGFTygFw,FALSE,0,NA,2017-04-29T19:37:37Z,FALSE,NA,858404926338338816,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Luca__Ferrari,0,FALSE,FALSE,NA,NA
Full reaction from every team after qualifying in Sochi &gt;&gt; https://t.co/vIghkezNWG #F1 #RussianGP https://t.co/RkNpASE6w0,FALSE,0,NA,2017-04-29T19:37:36Z,FALSE,NA,858404923955924992,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",javierc78535634,0,FALSE,FALSE,NA,NA
"RT @deimosimaging: Amazing #DEIMOS2 view of @SochiAutodrom, where the @F1 #RussianGP is taking place this weekend! #F1 https://t.co/0pYunPv‚Ä¶",FALSE,0,NA,2017-04-29T19:37:35Z,FALSE,NA,858404918994108417,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Mrkalman,5,TRUE,FALSE,NA,NA
"RT @Ralfie01: Updated #f1 blog for @OLBG of the #sochigp in #Russia 
https://t.co/5xSrzPpnnO
#Formula1 #RussianGP @nors13 @UTR_83 @davidg39‚Ä¶",FALSE,0,NA,2017-04-29T19:37:34Z,FALSE,NA,858404914149642246,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",McBrideAce,2,TRUE,FALSE,NA,NA
RT @ScuderiaFerrari: Great Team work ragazzi! #RussianGP #Seb5 #Quali https://t.co/yJhTnOYC16,FALSE,0,NA,2017-04-29T19:37:33Z,FALSE,NA,858404911247228930,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LauraBonassin,439,TRUE,FALSE,NA,NA
"RT @F1: Ì†ºÌøÅ END OF QUALIFYING Ì†ºÌøÅ

TOP 10 

VET Ì†ΩÌ≥∏
RAI
BOT
HAM
RIC
MAS
VER
HUL
PER
OCO

#Quali #RussianGP Ì†ºÌ∑∑Ì†ºÌ∑∫ #F1 https://t.co/DnEE1ymozZ",FALSE,0,NA,2017-04-29T19:37:32Z,FALSE,NA,858404905119297537,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",fausforza12,1778,TRUE,FALSE,NA,NA
RT @OconEsteban: First Q3 of my career!! Please with the job achieved by @ForceIndiaF1 this week end ! All to play tomorrow Ì†æÌ¥ôÌ†ºÌøª #RussianGP #‚Ä¶,FALSE,0,NA,2017-04-29T19:37:27Z,FALSE,NA,858404886022672384,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",trbu56,115,TRUE,FALSE,NA,NA
"RT @F1: (Turn on Ì†ΩÌ¥ä)

On a scale of 1-10, how pleased does Sebastian Vettel sound?

About a million Ì†ΩÌ∏É

He clinches pole at the #RussianGP ‚¨áÔ∏è‚Ä¶",FALSE,0,NA,2017-04-29T19:37:17Z,FALSE,NA,858404843882512387,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",capriotti82,1877,TRUE,FALSE,NA,NA
"RT @Ralfie01: Updated #f1 blog for @OLBG of the #sochigp in #Russia 
https://t.co/5xSrzPpnnO
#Formula1 #RussianGP @nors13 @UTR_83 @davidg39‚Ä¶",FALSE,0,NA,2017-04-29T19:37:17Z,FALSE,NA,858404840598327297,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",UTR_83,2,TRUE,FALSE,NA,NA
"RT @F1: (Turn on Ì†ΩÌ¥ä)

On a scale of 1-10, how pleased does Sebastian Vettel sound?

About a million Ì†ΩÌ∏É

He clinches pole at the #RussianGP ‚¨áÔ∏è‚Ä¶",FALSE,0,NA,2017-04-29T19:37:11Z,FALSE,NA,858404815835205632,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",nello_1988,1877,TRUE,FALSE,NA,NA
"RT @F1: Row 1: Vettel, Raikkonen
Row 2: Bottas, Hamilton

#RussianGP: unmissable. Here's when to tune in. #F1 https://t.co/F0iMYL4klA",FALSE,0,NA,2017-04-29T19:37:09Z,FALSE,NA,858404810524999681,NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",north_p_,268,TRUE,FALSE,NA,NA
"RT @SochiAutodrom: Qualifying top 3
#RussianGP #F1Sochi https://t.co/q1z1FxDEUJ",FALSE,0,NA,2017-04-29T19:37:06Z,FALSE,NA,858404796465893376,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",elholandes25,90,TRUE,FALSE,NA,NA
"Updated #f1 blog for @OLBG of the #sochigp in #Russia 
https://t.co/5xSrzPpnnO
#Formula1 #RussianGP @nors13 @UTR_83 @davidg3907 @McBrideAce",FALSE,1,NA,2017-04-29T19:37:05Z,FALSE,NA,858404792565215233,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Ralfie01,2,FALSE,FALSE,NA,NA
"RT @ValtteriBottas: 3rd in the qualifying. Reds too quick today but tomorrow is a new day Ì†ºÌøÅ

#F1 #RussianGP #VB77 @MercedesAMGF1 https://t.‚Ä¶",FALSE,0,NA,2017-04-29T19:37:04Z,FALSE,NA,858404786256924673,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",djrectionah,81,TRUE,FALSE,NA,NA
RT @ScuderiaFerrari: What‚Äôs behind the start. #RussianGP #ForzaFerrari https://t.co/G87bXunhk8,FALSE,0,NA,2017-04-29T19:36:49Z,FALSE,NA,858404723040309248,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0920Bkpu,200,TRUE,FALSE,NA,NA
"RT @F1: So close to his first #F1 pole in 9 years... #RussianGP 
https://t.co/w3Ptq2dVgF",FALSE,0,NA,2017-04-29T19:36:45Z,FALSE,NA,858404708255506433,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ShaunWolfgang,169,TRUE,FALSE,NA,NA
"RT @HisenseUK: It's the #RussianGP this weekend and we're giving away a ¬£25 @Argos_Online voucher Ì†ºÌøÅ

FOLLOW and RT for the chance to WIN! h‚Ä¶",FALSE,0,NA,2017-04-29T19:36:40Z,FALSE,NA,858404686394789889,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",deadlyavenger,850,TRUE,FALSE,NA,NA
"RT @F1: When in Russia...

@alo_oficial - always a crowd-pleaser Ì†ΩÌ∏É

#RussianGP #F1 https://t.co/LTPHpGO96u",FALSE,0,NA,2017-04-29T19:36:39Z,FALSE,NA,858404682238226433,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",chand_ali96,459,TRUE,FALSE,NA,NA
#RussianGP #McLaren perform without G-Force Ì†ΩÌ∏û,FALSE,0,NA,2017-04-29T19:36:37Z,FALSE,NA,858404675175026690,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",audihase0815,0,FALSE,FALSE,NA,NA
Full reaction from every team after qualifying in Sochi &gt;&gt; https://t.co/2gWJTQ9vZN #F1 #RussianGP https://t.co/xgzkvXUPhE,FALSE,0,NA,2017-04-29T19:36:28Z,FALSE,NA,858404637887664129,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",MxMGarces,0,FALSE,FALSE,NA,NA
"RT @F1: (Turn on Ì†ΩÌ¥ä)

On a scale of 1-10, how pleased does Sebastian Vettel sound?

About a million Ì†ΩÌ∏É

He clinches pole at the #RussianGP ‚¨áÔ∏è‚Ä¶",FALSE,0,NA,2017-04-29T19:36:28Z,FALSE,NA,858404636591620097,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",xzrudy,1877,TRUE,FALSE,NA,NA
"RT @SkySportsF1: Could Sebastian Vettel's #RussianGP pole be a turning point in #F12017?

https://t.co/w6zcajiW1r #SkyF1 https://t.co/MQmHw‚Ä¶",FALSE,0,NA,2017-04-29T19:36:27Z,FALSE,NA,858404632363708417,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Djtj7582,23,TRUE,FALSE,NA,NA
"RT @AdkinDsouza: Finally after 10 years a #Ferrari 1-2 at the #RussianGP ..... 

#ForzaFerrari #SebastianVettel #KimiRaikkonen #Formula1",FALSE,0,NA,2017-04-29T19:36:25Z,FALSE,NA,858404623429713920,NA,"<a href=""http://somethingfornow.com"" rel=""nofollow"">ScuderiaFerrariF1</a>",joecaputo,2,TRUE,FALSE,NA,NA
"Finally after 10 years a #Ferrari 1-2 at the #RussianGP ..... 

#ForzaFerrari #SebastianVettel #KimiRaikkonen #Formula1",FALSE,0,NA,2017-04-29T19:36:24Z,FALSE,NA,858404622003707904,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AdkinDsouza,2,FALSE,FALSE,NA,NA
"So far the #RussianGP is quite exciting! Tomorrow's race should be good! 
@LewisHamilton @alo_oficial @AussieGrit @MauriceHamilton @F1",FALSE,0,NA,2017-04-29T19:36:24Z,FALSE,NA,858404621542457345,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",clutchandgo_za,0,FALSE,FALSE,NA,NA
RT @ScuderiaFerrari: What‚Äôs behind the start. #RussianGP #ForzaFerrari https://t.co/G87bXunhk8,FALSE,0,NA,2017-04-29T19:36:18Z,FALSE,NA,858404594648580096,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",NikaForzaJules,200,TRUE,FALSE,NA,NA
"RT @ValtteriBottas: 3rd in the qualifying. Reds too quick today but tomorrow is a new day Ì†ºÌøÅ

#F1 #RussianGP #VB77 @MercedesAMGF1 https://t.‚Ä¶",FALSE,0,NA,2017-04-29T19:36:17Z,FALSE,NA,858404592429805570,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",YanuarioTapia,81,TRUE,FALSE,NA,NA
"RT RSGovUK ""#RussianGP Hi-res shots from today's sessions Ì†ΩÌ±â https://t.co/o3wVTMHWZz
Ì†ºÌøé ToroRossoSpy https://t.co/hTps5jh5N5""",FALSE,0,NA,2017-04-29T19:36:16Z,FALSE,NA,858404585047773185,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",RUSSIAinUK,0,FALSE,FALSE,NA,NA
"RT @F1: Qualifying wrap-up: watch the best bits from a dramatic Sochi showdown
#F1 #RussianGP https://t.co/j0jT418B5B",FALSE,0,NA,2017-04-29T19:36:07Z,FALSE,NA,858404549165539329,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",kryukovatelmin3,217,TRUE,FALSE,NA,NA
RT @OconEsteban: First Q3 of my career!! Please with the job achieved by @ForceIndiaF1 this week end ! All to play tomorrow Ì†æÌ¥ôÌ†ºÌøª #RussianGP #‚Ä¶,FALSE,0,NA,2017-04-29T19:36:03Z,FALSE,NA,858404532275089409,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jflevere,115,TRUE,FALSE,NA,NA
"RT @SochiAutodrom: Qualifying top 3
#RussianGP #F1Sochi https://t.co/q1z1FxDEUJ",FALSE,0,NA,2017-04-29T19:36:00Z,FALSE,NA,858404519314464768,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",hazwanmansor31,90,TRUE,FALSE,NA,NA
"#RussianGP Hi-res shots from today's sessions Ì†ΩÌ±â https://t.co/mR9elpYN1Y
Ì†ºÌøé @ToroRossoSpy https://t.co/f5iZbALD03",FALSE,0,NA,2017-04-29T19:35:53Z,FALSE,NA,858404490885693444,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RSGovUK,0,FALSE,FALSE,NA,NA
"RT @ScuderiaFerrari: POLE POSITION For #Seb5, first row completed by #Kimi7 P2! Ì†ΩÌ±äÌ†ºÌøºÌ†ΩÌ±äÌ†ºÌøºÌ†ΩÌ±èÌ†ºÌøºÌ†ΩÌ±èÌ†ºÌøºÌ†ΩÌ±èÌ†ºÌøºÌ†ΩÌ±èÌ†ºÌøº#RussianGP #Quali #ForzaFerrari https://t.co/HB‚Ä¶",FALSE,0,NA,2017-04-29T19:35:52Z,FALSE,NA,858404484011229186,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MiguelSuppo_,3458,TRUE,FALSE,NA,NA
"RT @MercedesAMGF1: #VB77: ""I think we can see Ferrari were quicker today. We were close in the end, but not close enough."" #RussianGP Ì†ºÌ∑∑Ì†ºÌ∑∫ #F‚Ä¶",FALSE,0,NA,2017-04-29T19:35:51Z,FALSE,NA,858404482173894656,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",hazwanmansor31,42,TRUE,FALSE,NA,NA
"RT @sebvettelnews: The finger is back AGAIN! ‚òùÔ∏è 

#RussianGP Ì†ºÌ∑∑Ì†ºÌ∑∫ #F1 #Vettel #Seb5 https://t.co/Mp3cWtLcwm",FALSE,0,NA,2017-04-29T19:35:47Z,FALSE,NA,858404463735918593,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",capriotti82,200,TRUE,FALSE,NA,NA
"RT @F1: BREAKING: Sebastian Vettel takes pole at the #RussianGP

First @ScuderiaFerrari front row lock-out since Ì†ºÌ∑´Ì†ºÌ∑∑ 2008 https://t.co/Yc298‚Ä¶",FALSE,0,NA,2017-04-29T19:35:47Z,FALSE,NA,858404463685578754,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MiguelSuppo_,3091,TRUE,FALSE,NA,NA
The latest The Underwurld Daily! https://t.co/Oy9yllTonw Thanks to @MrJonCryer @jennafischer @ShelaghFogarty #russiangp #fyrefest,FALSE,0,NA,2017-04-29T19:35:41Z,FALSE,NA,858404440130408448,NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>",underwurldchris,0,FALSE,FALSE,NA,NA
"RT @panku_: #RussianGP Qualifying: Ì†ºÌøÅ

1. VET
2. RAI
3. BOT
4. HAM

Front row Ferrari lock down after 9 years! I AM SOOOO HAPPPYY! Ì†ΩÌπåÌ†ºÌøº

#F1",FALSE,0,NA,2017-04-29T19:35:15Z,FALSE,NA,858404330025750528,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",themanorhousebb,7,TRUE,FALSE,NA,NA
